cashtag,id,source,spans,Predicted Sentiment Score
$nflx,719501877843349500,twitter,netflix raising prices for 17m subscribers by $2.,0.8905118107795715
$scty,14024460,stocktwits,covered up last of it,0.8848994374275208
$hd,710143603524427800,twitter,looking for a sharp move up in equities,0.6396809220314026
$regn,719549796994814000,twitter,out of $amgn one year later;$;i'm tired of waiting here,0.015558585524559021
$tea,10573348,stocktwits,cash & cheap financing is fueling a wave of acquisitions,0.7576671838760376
$jnpr,719623868495728600,twitter,juniper tumbles on q1 warning,-0.13665243983268738
$aapl,25969840,stocktwits,probably hit a near term high;$;momentum slowing after a huge run,0.35040444135665894
$tnet,711745824884187100,twitter,,0.6065575480461121
$wx,39050045,stocktwits,decent pull back,0.4595656096935272
$googl,719901932169527300,twitter,"google, baidu,tesla on fast track to create 'robot cars'",0.27896326780319214
$fro,30919823,stocktwits,cheaper oil will introduce more shipment and higher tanker rates.,0.9735317826271057
$wynn,9756290,stocktwits,aint bad iether,0.0586988665163517
$amzn,709803667948318700,twitter,$amzn up 5 points from yesterday's trade entry and alert,0.6827095746994019
$amba,38625785,stocktwits,what's behind this drop?,-0.17159558832645416
$ebay,16669526,stocktwits,pure garbage stock,0.7842615246772766
$smh,719581208120844300,twitter,whole semiconductor space looks interesting,0.9508446455001831
$fb,719528734299197400,twitter,"sells 109,000 shares of facebook",0.963261604309082
$orcl,719599233280512000,twitter,trails $msft $orcl $goog $crm $adbe,0.9636715650558472
$v,719582524142403600,twitter,short,-0.287253737449646
$fb,719880627412148200,twitter,how about a stock split?,0.7842615246772766
$fb,709418142645137400,twitter,calls for nice gains;$;still holding;$;week made in a morning,0.9765579700469971
$goog,719585625859428400,twitter,efficient but boring.,0.6065575480461121
$amzn,16080172,stocktwits,buy point has changed to 319 from 318,0.9710118770599365
$ibio,35904055,stocktwits,ibio seems to be gaining big money;$;shorts will be hurting,-0.300735205411911
$tsla,719572200051880000,twitter,i'm a buyer,-0.03225693479180336
$ua,719599977480253400,twitter,stocks higher in afternoon trade,0.9531703591346741
$aapl,709439542089158700,twitter,lets burn!,0.8207874894142151
$aapl,31099441,stocktwits,now i'm glad i got stopped out,0.3588584363460541
$bbry,24462309,stocktwits,so far good $bbry did not break;$;coz i was told that is key support level,0.8168172836303711
$qlys,34407013,stocktwits,all out for now,0.6065575480461121
$scty,710127113127530500,twitter,covered call,0.9785524606704712
$ugaz,32476166,stocktwits,i sold half of my $ugaz long here,0.8803091049194336
$bidu,12108658,stocktwits,over 100% upside left from here in next 6 mnths,0.8467337489128113
$hk,10310716,stocktwits,it's been a sinking ship,0.6065575480461121
$symc,709749425208320000,twitter,jan-18 6 put with a big print,0.1657576858997345
$clwr,12248515,stocktwits,longs,0.9541247487068176
$yelp,22695238,stocktwits,future profits will be huge,0.6065575480461121
$ocn,31710623,stocktwits,major pump and dump coming this week,0.9635097980499268
$pkt,6006891,stocktwits,biggest st50 gainers,0.9446508288383484
$ugaz,30632010,stocktwits,wait a little longer before re-entering,0.9481973052024841
$gld,17792845,stocktwits,possible double bottom set up,0.9635966420173645
$tza,12105568,stocktwits,short week next week,0.7732619643211365
$ige,719939196627116000,twitter,breaking 52 week highs timing looks great now,0.9790159463882446
$jpm,719599977480253400,twitter,higher in afternoon trade;$;buy point,0.9692632555961609
$mgm,708351849796083700,twitter,short squeeze ready to upside w crossing important technical level,0.949383556842804
$aapl,5960438,stocktwits,buy area now,0.8722094297409058
$intc,719762401156034600,twitter,begin the assault on intel,0.6065575480461121
$yhoo,719585607215808500,twitter,today i bought more,0.9504947662353516
$aapl,719691311943536600,twitter,analysts conjuring up metrics to bring it down and boost their short positions.,-0.422689825296402
$cmcsa,708433303922204700,twitter,surges on deal,0.9574819803237915
$stx,13461331,stocktwits,if i had to pick one it would be,-0.4193771779537201
$isis,34779026,stocktwits,this will be a rough climb to the top;$;many traders and bag holders looking to get out,0.4417363107204437
$aa,719599977480253400,twitter,stocks higher in afternoon trade,0.9531703591346741
$isr,24061441,stocktwits,bullish pennant/symmetrical triangle b/o in progress;$;long from $2.66,0.975829541683197
$tsla,711377964647129100,twitter,not sure we can see too much $tsla up side thus week,0.9367400407791138
$pcln,12824244,stocktwits,no one believes in flyin' anymore,-0.4005679488182068
$tna,23774048,stocktwits,in 73.24,0.6065575480461121
$amzn,5542818,stocktwits,i am not optimistic;$;fundementals and charts look like poopoo this quarter.,0.4357549548149109
